Timestamp(ms),M_x(µT),M_y(µT),M_z(µT),M(µT)
247644,-31.280,10.973,-9.973,34.617
247655,-31.320,10.947,-9.920,34.629
247689,-31.360,10.920,-9.973,34.672
247701,-31.227,11.013,-10.013,34.593
247713,-31.360,10.920,-9.880,34.645
247725,-31.307,10.707,-9.960,34.553
247737,-31.160,10.760,-9.867,34.410
247748,-31.173,10.907,-9.987,34.503
247760,-31.333,10.813,-9.880,34.588
247772,-31.333,10.867,-9.907,34.612
247784,-31.333,10.880,-9.920,34.620
247795,-31.347,10.867,-9.933,34.632
247807,-31.280,10.947,-9.960,34.604
247819,-31.240,10.867,-10.027,34.562
247831,-31.280,10.880,-9.933,34.576
247843,-31.293,11.040,-10.093,34.685
247854,-31.320,11.000,-9.893,34.638
247888,-31.213,10.893,-9.920,34.516
247900,-31.360,11.040,-10.080,34.741
247912,-31.373,10.907,-9.853,34.646
247924,-31.200,10.840,-9.840,34.464
247935,-31.227,10.813,-9.973,34.518
247947,-31.187,10.893,-9.933,34.496
247959,-31.280,10.840,-10.053,34.598
247971,-31.347,10.787,-9.907,34.599
247982,-31.293,10.933,-9.920,34.601
247994,-31.307,10.960,-10.053,34.660
248006,-31.387,10.933,-9.907,34.681
248018,-31.240,10.893,-9.973,34.555
248030,-31.333,10.933,-9.960,34.648
248041,-31.347,10.920,-10.053,34.683
248053,-31.347,10.827,-9.880,34.604
248087,-31.333,10.987,-10.080,34.700
248099,-31.307,11.053,-9.973,34.666
248111,-31.320,10.880,-9.893,34.601
248122,-31.280,11.000,-9.973,34.625
248134,-31.240,10.960,-9.960,34.573
248146,-31.280,10.707,-10.053,34.556
248158,-31.373,10.853,-9.987,34.667
248169,-31.373,10.880,-10.013,34.683
248181,-31.373,11.027,-9.893,34.695
248193,-31.400,10.960,-9.920,34.706
248205,-31.373,10.880,-9.987,34.676
248217,-31.253,10.987,-9.867,34.566
248228,-31.200,10.973,-9.987,34.548
248240,-31.240,10.893,-9.893,34.532
248252,-31.280,10.800,-9.907,34.543
248286,-31.240,11.000,-9.973,34.589
248298,-31.427,10.920,-10.013,34.744
248309,-31.360,10.827,-9.933,34.631
248321,-31.320,10.920,-9.893,34.613
248333,-31.107,10.867,-10.013,34.438
248345,-31.280,10.893,-9.907,34.572
248357,-31.387,10.840,-9.840,34.633
248368,-31.240,10.920,-9.987,34.568
248380,-31.427,10.987,-10.080,34.784
248392,-31.400,10.853,-10.067,34.714
248404,-31.333,10.840,-9.840,34.585
248415,-31.187,10.920,-9.907,34.496
248427,-31.160,11.000,-9.987,34.521
248439,-31.347,10.760,-10.040,34.629
248451,-31.320,10.813,-10.027,34.618
248485,-31.360,10.987,-10.080,34.724
248496,-31.440,10.947,-10.067,34.780
248508,-31.293,10.933,-9.880,34.589
248520,-31.213,10.907,-9.960,34.532
248532,-31.280,10.800,-10.040,34.581
248544,-31.307,10.880,-9.987,34.615
248555,-31.347,10.920,-9.827,34.618
248567,-31.360,10.893,-9.960,34.660
248579,-31.320,10.973,-10.040,34.672
248591,-31.293,10.947,-9.867,34.590
248602,-31.200,10.867,-9.907,34.492
248614,-31.240,11.000,-9.947,34.581
248626,-31.293,10.893,-9.933,34.592
248638,-31.307,10.773,-9.907,34.559
248650,-31.307,10.947,-10.067,34.659
248684,-31.227,10.853,-9.947,34.523
248695,-31.320,10.853,-9.933,34.604
248707,-31.307,10.840,-9.947,34.591
248719,-31.347,10.933,-9.960,34.661
248731,-31.307,10.853,-9.907,34.584
248742,-31.387,10.867,-9.920,34.664
248754,-31.320,11.027,-9.933,34.658
248766,-31.293,10.987,-9.947,34.625
248778,-31.400,10.787,-10.147,34.717
248790,-31.440,10.867,-9.920,34.713
248801,-31.307,10.800,-9.880,34.560
248813,-31.133,10.933,-9.853,34.437
248825,-31.360,10.973,-9.880,34.662
248837,-31.360,10.787,-10.093,34.665
248848,-31.293,10.907,-9.947,34.600
248860,-31.293,10.973,-9.973,34.629
248894,-31.413,10.720,-9.960,34.654
248906,-31.240,10.973,-9.893,34.558
248918,-31.347,10.933,-9.920,34.649
248929,-31.320,10.893,-9.853,34.593
248941,-31.213,10.720,-9.787,34.423
248953,-31.187,10.960,-9.880,34.501
248965,-31.360,11.040,-9.987,34.714
248977,-31.427,10.840,-10.000,34.715
248988,-31.360,10.893,-9.987,34.668
249000,-31.227,10.893,-10.000,34.551
249012,-31.307,10.933,-10.000,34.636
249024,-31.347,10.880,-9.907,34.628
249035,-31.360,10.853,-9.933,34.640
249047,-31.253,10.920,-10.040,34.595
249059,-31.320,11.067,-10.000,34.690
249093,-31.373,10.933,-10.000,34.696
249105,-31.387,10.987,-10.013,34.729
249116,-31.413,10.813,-9.973,34.687
249128,-31.333,10.813,-10.040,34.634
249140,-31.293,10.840,-9.880,34.560
249152,-31.227,10.893,-9.933,34.532
249164,-31.373,10.853,-9.933,34.652
249175,-31.413,10.880,-9.867,34.677
249187,-31.347,10.920,-9.947,34.653
249199,-31.280,10.947,-9.840,34.570
249211,-31.307,10.933,-10.067,34.655
249222,-31.347,10.840,-9.920,34.620
249234,-31.347,10.987,-10.027,34.697
249246,-31.227,10.827,-9.893,34.499
249258,-31.333,10.947,-10.040,34.676
249292,-31.493,10.920,-10.013,34.804
249304,-31.307,10.933,-9.973,34.628
249315,-31.400,10.840,-10.027,34.699
249327,-31.427,10.800,-9.973,34.695
249339,-31.253,10.760,-9.920,34.510
249351,-31.200,10.947,-9.973,34.536
249362,-31.320,10.973,-9.907,34.634
249374,-31.453,10.867,-9.893,34.717
